,row,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,# feature,class,assembly,assembly_unit,seq_type,chromosome,genomic_accession,start,end,strand,non-redundant_refseq,related_accession,name,symbol,GeneID,locus_tag,feature_interval_length,product_length,attributes
1015,CAJ67823.1,305.2518883,0.184615756,0.440195419,0.419394996,0.67492748,0.797758778,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1146049,1146936,+,NA,NA,putative UbiA prenyltransferase,ubiA,NA,CD630_09820,888,295,old_locus_tag=CD0982
1016,CAJ67824.1,238.8886505,-0.219095372,0.307272196,-0.713033507,0.475825023,0.647079467,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1146970,1147599,+,NA,NA,"putative hydrolase, HAD superfamily, subfamily IB",NA,NA,CD630_09830,630,209,old_locus_tag=CD0983
1017,CAJ67825.2,673.1730912,-0.659538609,0.320861612,-2.055523575,0.039828461,0.128101618,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1147631,1148068,+,NA,NA,putative membrane protein,NA,NA,CD630_09840,438,145,old_locus_tag=CD0984
1018,CAJ67826.1,1703.668446,-0.550157515,0.293055656,-1.877314104,0.060475056,0.169092642,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1148318,1149685,+,NA,NA,"putative drug/sodium antiporter, MATE family",NA,NA,CD630_09850,1368,455,old_locus_tag=CD0985
1019,CAJ67827.1,2646.235639,0.067228534,0.297806217,0.225745904,0.821399053,0.89746493,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1149885,1151159,+,NA,NA,30S ribosomal protein S1,rpsA,NA,CD630_09860,1275,424,old_locus_tag=CD0986
1020,CAJ67828.1,484.1066847,-0.266248814,0.358820108,-0.742011967,0.458080085,0.63252983,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1151277,1151996,+,NA,NA,putative phosphatase/hydrolase,NA,NA,CD630_09870,720,239,old_locus_tag=CD0987
1021,CAJ67829.1,55.74520801,0.485695231,0.445904611,1.089235722,0.27604995,0.46012468,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1152017,1152463,+,NA,NA,conserved hypothetical protein,NA,NA,CD630_09880,447,148,old_locus_tag=CD0988
1022,CAJ67830.1,86.15800883,-1.03376257,0.750671924,-1.377116336,0.168476283,0.335863866,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1152981,1154723,+,NA,NA,2-isopropylmalate synthase,leuA,NA,CD630_09890,1743,580,old_locus_tag=CD0989
1023,CAJ67831.1,77.76849349,-1.55376635,0.616139462,-2.521777044,0.011676369,0.054647178,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1154680,1155957,+,NA,NA,3-isopropylmalate dehydratase large subunit,leuC,NA,CD630_09900,1278,425,old_locus_tag=CD0990
1024,CAJ67832.1,11.63509878,-0.583007724,0.702098443,-0.830378888,0.406324598,0.581001801,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1155972,1156463,+,NA,NA,3-isopropylmalate dehydratase small subunit,leuD,NA,CD630_09910,492,163,old_locus_tag=CD0991
1025,CAJ67833.1,119.3333991,-0.838643717,0.505238156,-1.659897829,0.096935008,0.231369053,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1156470,1157540,+,NA,NA,3-isopropylmalate dehydrogenase,leuB,NA,CD630_09920,1071,356,old_locus_tag=CD0992
1026,CAJ67834.1,280.1003601,-0.260508333,0.450483223,-0.578286425,0.563070758,0.718046141,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1157903,1158418,+,NA,NA,putative thioesterase,NA,NA,CD630_09930,516,171,old_locus_tag=CD0993
1027,CAJ67835.1,46827.97006,-2.043617441,1.167564129,-1.750325649,0.080062138,0.204689249,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1158791,1159867,+,NA,NA,putative serine-pyruvate aminotransferase,NA,NA,CD630_09940,1077,358,old_locus_tag=CD0994
1028,CAJ67836.1,47516.76572,-2.199394898,1.662651966,-1.322823382,0.185894119,0.356754811,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1160107,1161048,+,NA,NA,putative D-3-phosphoglycerate dehydrogenase,serA,NA,CD630_09950,942,313,old_locus_tag=CD0995
1029,CAJ67837.1,21306.53902,-2.121574453,1.579697785,-1.343025529,0.179263708,0.348181661,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1161080,1162330,+,NA,NA,conserved hypothetical protein,NA,NA,CD630_09960,1251,416,old_locus_tag=CD0996
1030,CAJ67838.2,1012.365801,0.934703898,0.53448229,1.748802376,0.080325186,0.205078509,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1163149,1166697,+,NA,NA,Two-component sensor histidine kinase,NA,NA,CD630_09970,3549,1182,old_locus_tag=CD0997
1031,CAJ67839.1,2159.199282,-0.818417601,0.36899628,-2.217956239,0.026557816,0.097440075,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1166882,1168816,+,NA,NA,putative iron-sulfur protein,NA,NA,CD630_09980,1935,644,old_locus_tag=CD0998
1032,CAJ67840.1,1653.55137,0.035937159,0.241835344,0.148601765,0.88186788,0.931167967,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1168922,1169917,+,NA,NA,"ABC-type transport system,nitrate/sulfonate/taurine extracellular solute-binding protein",NA,NA,CD630_09990,996,331,old_locus_tag=CD0999
1033,CAJ67841.1,58.53945274,1.849180045,0.575143234,3.21516439,0.001303698,0.01149117,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1169889,1170674,+,NA,NA,"ABC-type transport system,nitrate/sulfonate/taurine permease",NA,NA,CD630_10000,786,261,old_locus_tag=CD1000
1034,CAJ67842.1,61.34974269,3.434174262,0.848582353,4.046954607,5.19E-05,0.001011003,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1170662,1171360,+,NA,NA,"ABC-type transport system,nitrate/sulfonate/taurine ATP-binding protein",NA,NA,CD630_10010,699,232,old_locus_tag=CD1001
1035,CAJ67843.1,67.32304089,0.148306853,0.431627424,0.343599235,0.7311477,0.837212739,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1171483,1171956,+,NA,NA,putative nucleotide/oligonucleotide binding protein,NA,NA,CD630_10020,474,157,old_locus_tag=CD1002
1036,CAJ67844.1,403.8940596,-0.587148384,0.355879957,-1.649849541,0.098973713,0.234271539,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1172153,1172992,+,NA,NA,"Fumarate hydratase class I, subunit A",fumA,NA,CD630_10030,840,279,old_locus_tag=CD1003
1037,CAJ67845.1,196.8523553,-0.54557574,0.392980683,-1.388301673,0.165045203,0.331163871,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1173005,1173553,+,NA,NA,"Fumarate hydratase class I, subunit B",fumB,NA,CD630_10040,549,182,old_locus_tag=CD1004
1038,CAJ67846.1,739.563522,-0.149608776,0.358219728,-0.417645274,0.67620649,0.798760825,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1173616,1174800,+,NA,NA,putative NAD-dependent malic enzyme,NA,NA,CD630_10050,1185,394,old_locus_tag=CD1005
1039,CAJ67847.1,391.8481342,-0.660433892,0.435464999,-1.516617621,0.129363254,0.280939154,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1175092,1175481,+,NA,NA,putative acyl-CoA N-acyltransferase,NA,NA,CD630_10060,390,129,old_locus_tag=CD1006
1040,CAJ67848.1,192.3136067,0.333823161,0.494988705,0.674405613,0.500053475,0.666138167,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1175631,1175894,+,NA,NA,conserved hypothetical protein,NA,NA,CD630_10070,264,87,old_locus_tag=CD1007
1041,CAJ67849.1,797.752101,-0.323844423,0.258600281,-1.252297259,0.210461567,0.384375295,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1176023,1176865,-,NA,NA,s1 rna binding domain protein,NA,NA,CD630_10080,843,280,old_locus_tag=CD1008
1042,CAJ67850.1,1108.119722,-0.917003607,0.752185291,-1.219119302,0.222798915,0.397878236,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1177160,1177894,+,NA,NA,"Transcriptional regulator, GntR family",NA,NA,CD630_10090,735,244,old_locus_tag=CD1009
1043,CAJ67851.2,1133.785661,-0.780409145,0.639282295,-1.220758264,0.22217756,0.397316118,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1177904,1179037,+,NA,NA,N-acetylglucosamine-6-phosphate deacetylase (GlcNAc 6-P deacetylase),nagA,NA,CD630_10100,1134,377,old_locus_tag=CD1010
1044,CAJ67852.1,1238.576415,-0.863194662,0.527081902,-1.63768602,0.101487208,0.238288429,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1179136,1179885,+,NA,NA,Glucosamine-6-phosphate deaminase,nagB,NA,CD630_10110,750,249,old_locus_tag=CD1011
1045,CAJ67853.2,35.46228157,2.71780042,0.796791076,3.410932302,0.000647412,0.00665755,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1180017,1180436,-,NA,NA,putative membrane protein,NA,NA,CD630_10120,420,139,old_locus_tag=CD1012
1046,CAJ67854.1,104.5416823,0.127521747,0.324827549,0.392582919,0.694627558,0.812304182,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1180992,1181696,+,NA,NA,Two-component response regulator,NA,NA,CD630_10130,705,234,old_locus_tag=CD1013
1047,CAJ67855.1,280.2490082,0.37713026,0.294180629,1.281968369,0.199853743,0.373265455,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1181794,1183185,+,NA,NA,Two-component sensor histidine kinase,NA,NA,CD630_10140,1392,463,old_locus_tag=CD1014
1048,CAJ67856.1,403.600622,0.801140758,0.626532148,1.278690584,0.201006037,0.374119833,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1183390,1185003,+,NA,NA,Two-component sensor histidine kinase,NA,NA,CD630_10150,1614,537,old_locus_tag=CD1015
1049,CAJ67857.1,110.7661617,3.677165406,0.970395103,3.789348685,0.000151043,0.002175721,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1185366,1186196,-,NA,NA,"Transcriptional regulator, MerR family",NA,NA,CD630_10160,831,276,old_locus_tag=CD1016
1050,CAJ67858.1,125.9644499,0.757638434,0.412617426,1.836176534,0.066331552,0.178765549,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1186269,1187996,+,NA,NA,"ABC-type transport system, multidrug-family ATP-binding protein/permease",NA,NA,CD630_10170,1728,575,old_locus_tag=CD1017
1051,CAJ67859.1,238.507127,-0.311098981,0.277296341,-1.121900781,0.261904629,0.443959349,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1188033,1189895,+,NA,NA,"ABC-type transport system, multidrug-family ATP-binding protein/permease",NA,NA,CD630_10180,1863,620,old_locus_tag=CD1018
1052,CAJ67860.1,1.144263723,1.294499548,2.824350623,0.458335285,0.646711578,NA,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1190228,1190917,+,NA,NA,conserved hypothetical protein,NA,NA,CD630_10190,690,229,old_locus_tag=CD1019
1053,CAJ67861.1,6.275857284,-0.272102107,1.175197001,-0.231537442,0.816897301,0.894720062,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1191022,1191708,+,NA,NA,putative membrane protein,NA,NA,CD630_10200,687,228,old_locus_tag=CD1020
1054,CAJ67862.1,27.6037837,0.550561444,0.562070436,0.979523933,0.327321169,0.510354543,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1191725,1193632,+,NA,NA,putative spore coat protein,NA,NA,CD630_10210,1908,635,old_locus_tag=CD1021
1055,CAJ67863.1,65.05286134,-0.984125594,0.585105861,-1.681961608,0.092576285,0.224144805,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1194085,1194774,+,NA,NA,putative membrane protein,NA,NA,CD630_10220,690,229,old_locus_tag=CD1022
1056,CAJ67864.1,6.535735272,1.251139498,1.043920311,1.198500963,0.230722048,0.408090312,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1195210,1195749,+,NA,NA,"putative transcriptional regulator, HTH",NA,NA,CD630_10230,540,179,old_locus_tag=CD1023
1057,CAJ67865.1,107.142622,-0.358847114,0.395782049,-0.906678599,0.364576784,0.544219054,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1195768,1196811,+,NA,NA,"ABC-type transport system,spermidine/putrescine ATP-binding protein",potA,NA,CD630_10240,1044,347,old_locus_tag=CD1024
1058,CAJ67866.1,90.84063162,0.067775244,0.31976907,0.211950593,0.832145579,0.901640531,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1196813,1197649,+,NA,NA,"ABC-type transport system,spermidine/putrescine permease",potB,NA,CD630_10250,837,278,old_locus_tag=CD1025
1059,CAJ67867.1,181.7924186,-0.723676683,0.317801785,-2.277132217,0.022778331,0.087656323,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1197700,1198428,+,NA,NA,"ABC-type transport system,spermidine/putrescine permease",potC,NA,CD630_10260,729,242,old_locus_tag=CD1026
1060,CAJ67868.1,384.5103584,-0.707419493,0.410087627,-1.725044714,0.084519415,0.211057171,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1198428,1199480,+,NA,NA,"ABC-type transport system,spermidine/putrescine solute-binding protein",potD,NA,CD630_10270,1053,350,old_locus_tag=CD1027
1061,CAJ67869.1,5.532981699,5.82867082,2.338581063,2.492396313,0.012688437,0.057213879,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1199710,1200558,+,NA,NA,putative signaling protein,NA,NA,CD630_10280,849,282,old_locus_tag=CD1028
1062,CAJ67870.2,45.67707343,1.136856924,0.646220833,1.759239051,0.078536914,0.201892476,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1200548,1202212,+,NA,NA,putative cell wall anchored protein,NA,NA,CD630_10290,1665,554,old_locus_tag=CD1029
1063,CAJ67871.1,44.74974357,-0.262166191,0.404459837,-0.648188442,0.516863077,0.68263543,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1202261,1203517,+,NA,NA,"putative glycosyl transferase, family 2",NA,NA,CD630_10300,1257,418,old_locus_tag=CD1030
1064,CAJ67872.1,54.79522085,0.519330159,0.532854305,0.974619429,0.329749072,0.51134432,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1203540,1205621,+,NA,NA,putative cell wall anchored protein,NA,NA,CD630_10310,2082,693,old_locus_tag=CD1031
1065,CAJ67873.1,117.9341789,2.380085916,0.657999289,3.617155758,0.000297858,0.003675569,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1205658,1206743,+,NA,NA,conserved hypothetical protein,NA,NA,CD630_10320,1086,361,old_locus_tag=CD1032
1066,CAJ67874.1,175.8259966,1.355418578,0.336565939,4.027200677,5.64E-05,0.001066117,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1206797,1207921,+,NA,NA,UDP-N-acetylglucosamine 2-epimerase (UDP-GlcNAc-2-epimerase),mnaA,NA,CD630_10330,1125,374,old_locus_tag=CD1033
1067,CAJ67875.1,40.12975388,1.727535759,0.601627978,2.871435209,0.004086125,0.026170997,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1207999,1208973,+,NA,NA,putative mannosyl-glycoprotein endo-beta-N-acetylglucosamidase,NA,NA,CD630_10340,975,324,old_locus_tag=CD1034
1068,CAJ67876.2,7079.097628,-0.7740792,0.301621435,-2.566393201,0.010276227,0.049990264,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1214568,1216586,+,NA,NA,"putative N-acetylmuramoyl-L-alanine amidase,autolysin cwp16",cwp16,NA,CD630_10350,2019,672,old_locus_tag=CD1035
1069,CAJ67877.2,5194.912431,-0.855832232,0.311050814,-2.751422573,0.005933705,0.034162635,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1217091,1219103,+,NA,NA,"putative N-acetylmuramoyl-L-alanine amidase,autolysin cwp17",cwp17,NA,CD630_10360,2013,670,old_locus_tag=CD1036
1070,CAJ67878.1,139.0200338,1.669002741,0.564784371,2.955114956,0.003125526,0.02143034,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1219345,1221258,+,NA,NA,conserved hypothetical protein,NA,NA,CD630_10370,1914,637,old_locus_tag=CD1037
1071,CAJ67879.1,662.4695668,0.181802651,0.29300762,0.620470726,0.534947921,0.696825195,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1221251,1223470,+,NA,NA,"putative helicase, superfamily 1, UvrD-family",NA,NA,CD630_10380,2220,739,old_locus_tag=CD1038
1072,CAJ67880.1,60.22164667,1.168811534,0.618505021,1.889736533,0.058793206,0.166024849,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1223579,1224409,+,NA,NA,conserved hypothetical protein,NA,NA,CD630_10390,831,276,old_locus_tag=CD1039
1073,CAJ67881.1,1538.931423,0.184003947,0.32603571,0.564367464,0.572504076,0.726209881,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1224399,1227866,+,NA,NA,"ATP-dependent nuclease subunit B (ATP-dependent helicase addB), Superfamily 1 UvrD-family",addB,NA,CD630_10400,3468,1155,old_locus_tag=CD1040
1074,CAJ67882.1,1882.433499,0.161284684,0.334317239,0.482430056,0.629500474,0.764570458,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1227866,1231693,+,NA,NA,ATP-dependent nuclease subunit A (ATP-dependent helicase addA),addA,NA,CD630_10410,3828,1275,old_locus_tag=CD1041
1075,CAJ67883.1,769.2922977,-0.041083531,0.440128872,-0.093344322,0.925630022,0.958780733,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1231739,1232950,+,NA,NA,Nuclease SbcCD subunit D,sbcD,NA,CD630_10420,1212,403,old_locus_tag=CD1042
1076,CAJ67884.1,1094.566954,0.865532806,0.328876832,2.631784063,0.008493783,0.043854929,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1232937,1236464,+,NA,NA,Nuclease SbcCD subunit C,sbcC,NA,CD630_10430,3528,1175,old_locus_tag=CD1043
1077,CAJ67885.1,4977.11965,-0.089837899,0.369481269,-0.243146018,0.807892283,0.890124176,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1236595,1237848,+,NA,NA,putative membrane protein,NA,NA,CD630_10440,1254,417,old_locus_tag=CD1044
1078,CAJ67886.1,78.6753094,0.48731227,0.444735336,1.095735441,0.273194568,0.456598777,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1237997,1239049,+,NA,NA,putative sporulation integral membrane protein,NA,NA,CD630_10450,1053,350,old_locus_tag=CD1045
1079,CAJ67887.1,1012.147336,-0.201398288,0.372212802,-0.541083721,0.588449878,0.73502956,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1239139,1240365,+,NA,NA,Peptidase T,pepT,NA,CD630_10460,1227,408,old_locus_tag=CD1046
1080,CAJ67888.1,1414.29025,-1.048581197,0.33476399,-3.132299854,0.001734426,0.013955062,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1240572,1241624,+,NA,NA,putative cell wall-binding protein cwp18,cwp18,NA,CD630_10470,1053,350,old_locus_tag=CD1047
1081,CAJ67889.1,1287.41938,-0.050974205,0.346278523,-0.147205794,0.882969587,0.931534173,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1241996,1242565,-,NA,NA,putative phosphodiesterase,NA,NA,CD630_10480,570,189,old_locus_tag=CD1048
1082,CAJ67890.1,3469.298193,0.177361864,0.258304459,0.686638801,0.492310371,0.660392522,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1242590,1243390,-,NA,NA,Inorganic polyphosphate/ATP-NAD kinase (Poly(P)/ATP NAD kinase),ppnK,NA,CD630_10490,801,266,old_locus_tag=CD1049
1083,CAJ67891.1,871.162505,-0.311656639,0.2556322,-1.219160336,0.222783343,0.397878236,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1243525,1244385,+,NA,NA,"ABC-type transport system, multidrug-family ATP-binding protein",NA,NA,CD630_10500,861,286,old_locus_tag=CD1050
1084,CAJ67892.2,92.72462817,1.80752958,0.751350366,2.405707993,0.016141161,0.069393812,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1244385,1245071,+,NA,NA,"ABC-type transport system, multidrug-family permease",NA,NA,CD630_10510,687,228,old_locus_tag=CD1051
1085,CAJ67893.1,112.5688733,1.738275842,0.692319472,2.510800162,0.012045787,0.055811642,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1245123,1245665,+,NA,NA,conserved hypothetical protein,NA,NA,CD630_10520,543,180,old_locus_tag=CD1052
1086,CCA62815.1,16.38865112,0.249970849,0.696798867,0.358741756,0.719788288,0.830110979,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1245667,1245744,+,NA,NA,conserved hypothetical protein,NA,NA,CD630_10521,78,25,old_locus_tag=CD1052A
1087,CAJ67894.1,1734.92964,-0.286162641,0.466054239,-0.614011454,0.539207758,0.699911333,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1245744,1246211,+,NA,NA,putative oligonucleotide binding protein possibly involved in recognition/discrimination or editing of prolyl-tRNA,NA,NA,CD630_10530,468,155,old_locus_tag=CD1053
1088,CAJ67895.1,85452.62733,0.874796078,0.37404131,2.338768621,0.019347412,0.078571113,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1246920,1248056,+,NA,NA,Butyryl-CoA dehydrogenase,bcd2,NA,CD630_10540,1137,378,old_locus_tag=CD1054
1089,CAJ67896.2,54852.28592,1.019055027,0.34445338,2.9584701,0.003091702,0.02127413,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1248115,1248897,+,NA,NA,Electron transfer flavoproteins subunit beta,etfB3,NA,CD630_10550,783,260,old_locus_tag=CD1055
1090,CAJ67897.1,64102.89709,0.880365712,0.336226775,2.618368841,0.008835125,0.044989866,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1248916,1249926,+,NA,NA,Electron transfer flavoprotein subunit alpha,etfA3,NA,CD630_10560,1011,336,old_locus_tag=CD1056
1091,CAJ67898.1,62900.7842,0.863380686,0.298709991,2.890364273,0.003847957,0.025079463,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1249945,1250742,+,NA,NA,3-hydroxybutyryl-CoA dehydratase (Crotonase),crt2,NA,CD630_10570,798,265,old_locus_tag=CD1057
1092,CAJ67899.1,69813.61085,1.758289824,0.411617842,4.271656002,1.94E-05,0.000502299,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1250840,1251685,+,NA,NA,3-hydroxybutyryl-CoA dehydrogenase,hbd,NA,CD630_10580,846,281,old_locus_tag=CD1058
1093,CAJ67900.1,52559.86201,0.690994248,0.335716406,2.058267742,0.039564439,0.12769621,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1251772,1252947,+,NA,NA,Acetoacetyl-CoA thiolase 1,thlA1,NA,CD630_10590,1176,391,old_locus_tag=CD1059
1094,CAJ67901.1,285.8680672,-0.015084401,0.346918614,-0.043481096,0.965318034,0.983651902,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1253143,1254045,+,NA,NA,putative pseudouridylate synthase,NA,NA,CD630_10600,903,300,old_locus_tag=CD1060
1095,CAJ67902.1,595.2486748,1.051622471,0.474776916,2.21498231,0.026761279,0.097895508,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1254050,1255063,+,NA,NA,conserved hypothetical protein,NA,NA,CD630_10610,1014,337,old_locus_tag=CD1061
1096,CAJ67903.1,2758.635665,-0.975378357,0.540697504,-1.803926131,0.071242888,0.187849837,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1255207,1255434,-,NA,NA,Acyl carrier protein (ACP),acpP,NA,CD630_10620,228,75,old_locus_tag=CD1062
1097,CAJ67904.1,20.56818185,2.130959088,0.981485784,2.171156346,0.029919356,0.104028226,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1255606,1256031,+,NA,NA,conserved hypothetical protein,NA,NA,CD630_10630,426,141,old_locus_tag=CD1063
1098,CAJ67905.1,9.675694502,0.903502711,1.266101296,0.713610131,0.475468291,0.647079467,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1256079,1256285,+,NA,NA,uncharacterised protein,NA,NA,CD630_10631,207,68,old_locus_tag=CD1063A
1099,CAJ67906.1,6.637862879,1.465551112,1.497896543,0.978406098,0.327873513,0.510354543,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1256467,1256646,+,NA,NA,conserved hypothetical protein,NA,NA,CD630_10632,180,59,old_locus_tag=CD1063B
1100,CAJ67907.1,4.976203953,1.726959473,1.830749459,0.943307379,0.345523703,0.526824031,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1256680,1256880,+,NA,NA,conserved hypothetical protein,NA,NA,CD630_10633,201,66,old_locus_tag=CD1063C
1101,CAJ67908.1,3773.680488,-1.230111307,0.323121184,-3.806965827,0.000140682,0.002074922,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1257133,1258149,+,NA,NA,"Transcriptional regulator, LacI family",ccpA,NA,CD630_10640,1017,338,old_locus_tag=CD1064
1102,CAJ67909.1,92.66415738,2.763662075,0.777336827,3.555295437,0.000377555,0.004354228,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1258272,1258712,-,NA,NA,uncharacterised protein,NA,NA,CD630_10650,441,146,old_locus_tag=CD1065
1103,CAJ67910.1,4.442853137,5.513053864,2.422637431,2.275641329,0.022867486,0.087908029,CDS,with_protein,GCA_000009205.2,Primary Assembly,chromosome,NA,AM180355.1,1258882,1259787,+,NA,NA,conserved hypothetical protein,NA,NA,CD630_10660,906,301,old_locus_tag=CD1066
